#Conversion of scaffold names used in genome assemblies (left) and in this manuscript (right)

scaffold1_size1318325_1_614794	scaffold1_1
scaffold8220_size10366	scaffold8220_1
scaffold8221_size10364	scaffold8221_1
scaffold8222_size10363	scaffold8222_1
scaffold8223_size10351	scaffold8223_1
scaffold8224_size10348	scaffold8224_1
scaffold8225_size10345	scaffold8225_1
scaffold8226_size10345	scaffold8226_1
scaffold8227_size10344	scaffold8227_1
scaffold8228_size10344	scaffold8228_1
scaffold8229_size10341	scaffold8229_1
scaffold8230_size10335	scaffold8230_1
scaffold8231_size10332	scaffold8231_1
scaffold8232_size10328	scaffold8232_1
scaffold8233_size10325	scaffold8233_1
scaffold8234_size10323	scaffold8234_1
scaffold8235_size10319	scaffold8235_1
scaffold8236_size10316	scaffold8236_1
scaffold8237_size10311	scaffold8237_1
scaffold8238_size10311	scaffold8238_1
scaffold8239_size10305	scaffold8239_1
scaffold8240_size10304	scaffold8240_1
scaffold8241_size10302	scaffold8241_1
scaffold8242_size10301	scaffold8242_1
scaffold8243_size10298	scaffold8243_1
scaffold8244_size10296	scaffold8244_1
scaffold8245_size10295	scaffold8245_1
scaffold8246_size10293	scaffold8246_1
scaffold8247_size10290	scaffold8247_1
scaffold8248_size10288	scaffold8248_1
scaffold8249_size10286	scaffold8249_1
scaffold8250_size10283	scaffold8250_1
scaffold8251_size10280	scaffold8251_1
scaffold8252_size10279	scaffold8252_1
scaffold8253_size10270	scaffold8253_1
scaffold8254_size10269	scaffold8254_1
scaffold8255_size10267	scaffold8255_1
scaffold8256_size10263	scaffold8256_1
scaffold8257_size10263	scaffold8257_1
scaffold8258_size10261	scaffold8258_1
scaffold8259_size10249	scaffold8259_1
scaffold8260_size10247	scaffold8260_1
scaffold8261_size10247	scaffold8261_1
scaffold8262_size10246	scaffold8262_1
scaffold8263_size10241	scaffold8263_1
scaffold8264_size10229	scaffold8264_1
scaffold8265_size10225	scaffold8265_1
scaffold8266_size10224	scaffold8266_1
scaffold8267_size10221	scaffold8267_1
scaffold8268_size10220	scaffold8268_1
scaffold8269_size10220	scaffold8269_1
scaffold8270_size10217	scaffold8270_1
scaffold8271_size10208	scaffold8271_1
scaffold8272_size10207	scaffold8272_1
scaffold8273_size10207	scaffold8273_1
scaffold8274_size10204	scaffold8274_1
scaffold8275_size10204	scaffold8275_1
scaffold8276_size10203	scaffold8276_1
scaffold8277_size10200	scaffold8277_1
scaffold8278_size10199	scaffold8278_1
scaffold8279_size10198	scaffold8279_1
scaffold8280_size10198	scaffold8280_1
scaffold8281_size10198	scaffold8281_1
scaffold8282_size10197	scaffold8282_1
scaffold8283_size10195	scaffold8283_1
scaffold8284_size10194	scaffold8284_1
scaffold8285_size10192	scaffold8285_1
scaffold8286_size10191	scaffold8286_1
scaffold8287_size10187	scaffold8287_1
scaffold8288_size10186	scaffold8288_1
scaffold8289_size10184	scaffold8289_1
scaffold8290_size10181	scaffold8290_1
scaffold8291_size10176	scaffold8291_1
scaffold8292_size10175	scaffold8292_1
scaffold8293_size10160	scaffold8293_1
scaffold8294_size10148	scaffold8294_1
scaffold8295_size10147	scaffold8295_1
scaffold8296_size10142	scaffold8296_1
scaffold8297_size10138	scaffold8297_1
scaffold8298_size10137	scaffold8298_1
scaffold8299_size10135	scaffold8299_1
scaffold8300_size10134	scaffold8300_1
scaffold8301_size10133	scaffold8301_1
scaffold8302_size10132	scaffold8302_1
scaffold8303_size10132	scaffold8303_1
scaffold8304_size10129	scaffold8304_1
scaffold8305_size10119	scaffold8305_1
scaffold8306_size10111	scaffold8306_1
scaffold8307_size10099	scaffold8307_1
scaffold8308_size10096	scaffold8308_1
scaffold8309_size10094	scaffold8309_1
scaffold8310_size10091	scaffold8310_1
scaffold8311_size10091	scaffold8311_1
scaffold8312_size10088	scaffold8312_1
scaffold8313_size10085	scaffold8313_1
scaffold8314_size10085	scaffold8314_1
scaffold8315_size10081	scaffold8315_1
scaffold8316_size10080	scaffold8316_1
scaffold8317_size10080	scaffold8317_1
scaffold8318_size10078	scaffold8318_1
scaffold8319_size10075	scaffold8319_1
scaffold8320_size10072	scaffold8320_1
scaffold8321_size10070	scaffold8321_1
scaffold8322_size10069	scaffold8322_1
scaffold8323_size10067	scaffold8323_1
scaffold8324_size10067	scaffold8324_1
scaffold8325_size10067	scaffold8325_1
scaffold8326_size10066	scaffold8326_1
scaffold8327_size10064	scaffold8327_1
scaffold8328_size10060	scaffold8328_1
scaffold8329_size10056	scaffold8329_1
scaffold8330_size10050	scaffold8330_1
scaffold8331_size10047	scaffold8331_1
scaffold8332_size10044	scaffold8332_1
scaffold8333_size10038	scaffold8333_1
scaffold8334_size10035	scaffold8334_1
scaffold8335_size10032	scaffold8335_1
scaffold8336_size10032	scaffold8336_1
scaffold8337_size10031	scaffold8337_1
scaffold8338_size10031	scaffold8338_1
scaffold8339_size10028	scaffold8339_1
scaffold8340_size10027	scaffold8340_1
scaffold8341_size10027	scaffold8341_1
scaffold8342_size10021	scaffold8342_1
scaffold8343_size10020	scaffold8343_1
scaffold8344_size10017	scaffold8344_1
scaffold8345_size10013	scaffold8345_1
scaffold8346_size10011	scaffold8346_1
scaffold8347_size10007	scaffold8347_1
scaffold8348_size10006	scaffold8348_1
scaffold8349_size9998	scaffold8349_1
scaffold8350_size9995	scaffold8350_1
scaffold8351_size9984	scaffold8351_1
scaffold8352_size9982	scaffold8352_1
scaffold8353_size9975	scaffold8353_1
scaffold8354_size9975	scaffold8354_1
scaffold8355_size9973	scaffold8355_1
scaffold8356_size9973	scaffold8356_1
scaffold8357_size9972	scaffold8357_1
scaffold8358_size9969	scaffold8358_1
scaffold8359_size9961	scaffold8359_1
scaffold8360_size9959	scaffold8360_1
scaffold8361_size9957	scaffold8361_1
scaffold8362_size9955	scaffold8362_1
scaffold8363_size9950	scaffold8363_1
scaffold8364_size9946	scaffold8364_1
scaffold8365_size9945	scaffold8365_1
scaffold8366_size9941	scaffold8366_1
scaffold8367_size9939	scaffold8367_1
scaffold8368_size9936	scaffold8368_1
scaffold8369_size9933	scaffold8369_1
scaffold8370_size9932	scaffold8370_1
scaffold8371_size9930	scaffold8371_1
scaffold8372_size9928	scaffold8372_1
scaffold8373_size9921	scaffold8373_1
scaffold8374_size9919	scaffold8374_1
scaffold8375_size13432	scaffold8375_1
scaffold8376_size9916	scaffold8376_1
scaffold8377_size9913	scaffold8377_1
scaffold8378_size9908	scaffold8378_1
scaffold8379_size9900	scaffold8379_1
scaffold8380_size9898	scaffold8380_1
scaffold8381_size9898	scaffold8381_1
scaffold8382_size9896	scaffold8382_1
scaffold8383_size9896	scaffold8383_1
scaffold8384_size9895	scaffold8384_1
scaffold8385_size9891	scaffold8385_1
scaffold8386_size9889	scaffold8386_1
scaffold8387_size9888	scaffold8387_1
scaffold8388_size9886	scaffold8388_1
scaffold8389_size9884	scaffold8389_1
scaffold8390_size9882	scaffold8390_1
scaffold8391_size9881	scaffold8391_1
scaffold8392_size9874	scaffold8392_1
scaffold8393_size9872	scaffold8393_1
scaffold8394_size9867	scaffold8394_1
scaffold8395_size9867	scaffold8395_1
scaffold8396_size9866	scaffold8396_1
scaffold8397_size9864	scaffold8397_1
scaffold8398_size9859	scaffold8398_1
scaffold8399_size9858	scaffold8399_1
scaffold8400_size9857	scaffold8400_1
scaffold8401_size9855	scaffold8401_1
scaffold8402_size9853	scaffold8402_1
scaffold8403_size9853	scaffold8403_1
scaffold8404_size9851	scaffold8404_1
scaffold8405_size9850	scaffold8405_1
scaffold8406_size9847	scaffold8406_1
scaffold8407_size9847	scaffold8407_1
scaffold8408_size9846	scaffold8408_1
scaffold8409_size9845	scaffold8409_1
scaffold8410_size9845	scaffold8410_1
scaffold8411_size9842	scaffold8411_1
scaffold8412_size9839	scaffold8412_1
scaffold8413_size9839	scaffold8413_1
scaffold8414_size9838	scaffold8414_1
scaffold8415_size9836	scaffold8415_1
scaffold8416_size9836	scaffold8416_1
scaffold8417_size9835	scaffold8417_1
scaffold8418_size9834	scaffold8418_1
scaffold8419_size9831	scaffold8419_1
scaffold8420_size9830	scaffold8420_1
scaffold8421_size9830	scaffold8421_1
scaffold8422_size9821	scaffold8422_1
scaffold8423_size9817	scaffold8423_1
scaffold8424_size9810	scaffold8424_1
scaffold8425_size9804	scaffold8425_1
scaffold8426_size9801	scaffold8426_1
scaffold8427_size9801	scaffold8427_1
scaffold8428_size9799	scaffold8428_1
scaffold8429_size9798	scaffold8429_1
scaffold8430_size9797	scaffold8430_1
scaffold8431_size9796	scaffold8431_1
scaffold8432_size9796	scaffold8432_1
scaffold8433_size9795	scaffold8433_1
scaffold8434_size9793	scaffold8434_1
scaffold8435_size9790	scaffold8435_1
scaffold8436_size9789	scaffold8436_1
scaffold8437_size9787	scaffold8437_1
scaffold8438_size9783	scaffold8438_1
scaffold8439_size9781	scaffold8439_1
scaffold8440_size9777	scaffold8440_1
scaffold8441_size9771	scaffold8441_1
scaffold8442_size9771	scaffold8442_1
scaffold8443_size9768	scaffold8443_1
scaffold8444_size9766	scaffold8444_1
scaffold8445_size9765	scaffold8445_1
scaffold8446_size9762	scaffold8446_1
scaffold8447_size9761	scaffold8447_1
scaffold8448_size9759	scaffold8448_1
scaffold8449_size9756	scaffold8449_1
scaffold8450_size9751	scaffold8450_1
scaffold8451_size9747	scaffold8451_1
scaffold8452_size9746	scaffold8452_1
scaffold8453_size9741	scaffold8453_1
scaffold8454_size9738	scaffold8454_1
scaffold8455_size9737	scaffold8455_1
scaffold8456_size9737	scaffold8456_1
scaffold8457_size9733	scaffold8457_1
scaffold8458_size9728	scaffold8458_1
scaffold8459_size9728	scaffold8459_1
scaffold8460_size9728	scaffold8460_1
scaffold8461_size9727	scaffold8461_1
scaffold8462_size9715	scaffold8462_1
scaffold8463_size9714	scaffold8463_1
scaffold8464_size9707	scaffold8464_1
scaffold8465_size9700	scaffold8465_1
scaffold8466_size9698	scaffold8466_1
scaffold8467_size9697	scaffold8467_1
scaffold8468_size9695	scaffold8468_1
scaffold8469_size9692	scaffold8469_1
scaffold8470_size9689	scaffold8470_1
scaffold8471_size9683	scaffold8471_1
scaffold8472_size9682	scaffold8472_1
scaffold8473_size9682	scaffold8473_1
scaffold8474_size9681	scaffold8474_1
scaffold8475_size9680	scaffold8475_1
scaffold8476_size9679	scaffold8476_1
scaffold8477_size9676	scaffold8477_1
scaffold8478_size9676	scaffold8478_1
scaffold8479_size9669	scaffold8479_1
scaffold8480_size9669	scaffold8480_1
scaffold8481_size9668	scaffold8481_1
scaffold8482_size9666	scaffold8482_1
scaffold8483_size9665	scaffold8483_1
scaffold8484_size9663	scaffold8484_1
scaffold8485_size9659	scaffold8485_1
scaffold8486_size9658	scaffold8486_1
scaffold8487_size11371	scaffold8487_1
scaffold8488_size9653	scaffold8488_1
scaffold8489_size9649	scaffold8489_1
scaffold8490_size9647	scaffold8490_1
scaffold8491_size9647	scaffold8491_1
scaffold8492_size9645	scaffold8492_1
scaffold8493_size9643_1_1673	scaffold8493_1
scaffold8493_size9643_2430_3691	scaffold8493_2
scaffold8493_size9643_5729_9643	scaffold8493_3
scaffold8494_size9642	scaffold8494_1
scaffold8495_size9641	scaffold8495_1
scaffold8496_size9637	scaffold8496_1
scaffold8497_size9633	scaffold8497_1
scaffold8498_size9632	scaffold8498_1
scaffold8499_size9627	scaffold8499_1
scaffold8500_size9626	scaffold8500_1
scaffold8501_size9624	scaffold8501_1
scaffold8502_size9621	scaffold8502_1
scaffold8503_size9620	scaffold8503_1
scaffold8504_size9619	scaffold8504_1
scaffold8505_size9612	scaffold8505_1
scaffold8506_size9612	scaffold8506_1
scaffold8507_size9611	scaffold8507_1
scaffold8508_size9611	scaffold8508_1
scaffold8509_size9610	scaffold8509_1
scaffold8510_size9609	scaffold8510_1
scaffold8511_size9606	scaffold8511_1
scaffold8512_size9603	scaffold8512_1
scaffold8513_size9599	scaffold8513_1
scaffold8514_size9597	scaffold8514_1
scaffold8515_size9594	scaffold8515_1
scaffold8516_size9590	scaffold8516_1
scaffold8517_size9586	scaffold8517_1
scaffold8518_size9586	scaffold8518_1
scaffold8519_size9584	scaffold8519_1
scaffold8520_size9583	scaffold8520_1
scaffold8521_size9581	scaffold8521_1
scaffold8522_size9581	scaffold8522_1
scaffold8523_size9579	scaffold8523_1
scaffold8524_size9578	scaffold8524_1
scaffold8525_size9577	scaffold8525_1
scaffold8526_size9572	scaffold8526_1
scaffold8527_size9567	scaffold8527_1
scaffold8528_size9567	scaffold8528_1
scaffold8529_size9565	scaffold8529_1
scaffold8530_size9560	scaffold8530_1
scaffold8531_size9560	scaffold8531_1
scaffold8532_size9558	scaffold8532_1
scaffold8533_size9558	scaffold8533_1
scaffold8534_size9556_1_4565	scaffold8534_1
scaffold8534_size9556_4854_9556	scaffold8534_2
scaffold8535_size9555	scaffold8535_1
scaffold8536_size9555	scaffold8536_1
scaffold8537_size9552	scaffold8537_1
scaffold8538_size9552_1_2621	scaffold8538_1
scaffold8538_size9552_3670_9552	scaffold8538_2
scaffold8539_size9545	scaffold8539_1
scaffold8540_size9544	scaffold8540_1
scaffold8541_size9538	scaffold8541_1
scaffold8542_size9538	scaffold8542_1
scaffold8543_size9537	scaffold8543_1
scaffold8544_size9536	scaffold8544_1
scaffold8545_size9531	scaffold8545_1
scaffold8546_size9530	scaffold8546_1
scaffold8547_size9530	scaffold8547_1
scaffold8548_size9524	scaffold8548_1
scaffold8549_size9520	scaffold8549_1
scaffold8550_size9516	scaffold8550_1
scaffold8551_size9516	scaffold8551_1
scaffold8552_size9516	scaffold8552_1
scaffold8553_size9515	scaffold8553_1
scaffold8554_size9510	scaffold8554_1
scaffold8555_size9508	scaffold8555_1
scaffold8556_size9504	scaffold8556_1
scaffold8557_size9502	scaffold8557_1
scaffold8558_size9501	scaffold8558_1
scaffold8559_size9501	scaffold8559_1
scaffold8560_size9494	scaffold8560_1
scaffold8561_size9487	scaffold8561_1
scaffold8562_size9486	scaffold8562_1
scaffold8563_size9483	scaffold8563_1
scaffold8564_size9476	scaffold8564_1
scaffold8565_size9476	scaffold8565_1
scaffold8566_size9469	scaffold8566_1
scaffold8567_size9467	scaffold8567_1
scaffold8568_size9466	scaffold8568_1
scaffold8569_size9461	scaffold8569_1
scaffold8570_size9458	scaffold8570_1
scaffold8571_size9450	scaffold8571_1
scaffold8572_size9450	scaffold8572_1
scaffold8573_size9447	scaffold8573_1
scaffold8574_size9439	scaffold8574_1
scaffold8575_size9435	scaffold8575_1
scaffold8576_size9435	scaffold8576_1
scaffold8577_size9432	scaffold8577_1
scaffold8578_size9431	scaffold8578_1
scaffold8579_size9429	scaffold8579_1
scaffold8580_size9418	scaffold8580_1
scaffold8581_size9416	scaffold8581_1
scaffold8582_size9405	scaffold8582_1
scaffold8583_size9404	scaffold8583_1
scaffold8584_size9402	scaffold8584_1
scaffold8585_size9401	scaffold8585_1
scaffold8586_size9401	scaffold8586_1
scaffold8587_size9398	scaffold8587_1
scaffold8588_size9396	scaffold8588_1
scaffold8589_size9390	scaffold8589_1
scaffold8590_size9389	scaffold8590_1
scaffold8591_size9384	scaffold8591_1
scaffold8592_size9382	scaffold8592_1
scaffold8593_size9379	scaffold8593_1
scaffold8594_size9376	scaffold8594_1
scaffold8595_size9373	scaffold8595_1
scaffold8596_size9364	scaffold8596_1
scaffold8597_size9358	scaffold8597_1
scaffold8598_size11443	scaffold8598_1
scaffold8599_size9350	scaffold8599_1
scaffold8600_size9349	scaffold8600_1
scaffold8601_size9349	scaffold8601_1
scaffold8602_size9344	scaffold8602_1
scaffold8603_size9343	scaffold8603_1
scaffold8604_size9340	scaffold8604_1
scaffold8605_size9337	scaffold8605_1
scaffold8606_size9333	scaffold8606_1
scaffold8607_size9327	scaffold8607_1
scaffold8608_size9325	scaffold8608_1
scaffold8609_size9319	scaffold8609_1
scaffold8610_size9316	scaffold8610_1
scaffold8611_size9314	scaffold8611_1
scaffold8612_size9313	scaffold8612_1
scaffold8613_size9310	scaffold8613_1
scaffold8614_size9309	scaffold8614_1
scaffold8615_size9309	scaffold8615_1
scaffold8616_size9305	scaffold8616_1
scaffold8617_size12319	scaffold8617_1
scaffold8618_size9298	scaffold8618_1
scaffold8619_size9290	scaffold8619_1
scaffold8620_size9289	scaffold8620_1
scaffold8621_size9288	scaffold8621_1
scaffold8622_size9287	scaffold8622_1
scaffold8623_size9287	scaffold8623_1
scaffold8624_size9285	scaffold8624_1
scaffold8625_size9281	scaffold8625_1
scaffold8626_size9279	scaffold8626_1
scaffold8627_size9278	scaffold8627_1
scaffold8628_size9277	scaffold8628_1
scaffold8629_size9276	scaffold8629_1
scaffold8630_size9271	scaffold8630_1
scaffold8631_size9268	scaffold8631_1
scaffold8632_size9261	scaffold8632_1
scaffold8633_size9261	scaffold8633_1
scaffold8634_size9260	scaffold8634_1
scaffold8635_size9259	scaffold8635_1
scaffold8636_size9258	scaffold8636_1
scaffold8637_size9253	scaffold8637_1
scaffold8638_size9252	scaffold8638_1
scaffold8639_size9249	scaffold8639_1
scaffold8640_size9243	scaffold8640_1
scaffold8641_size9243	scaffold8641_1
scaffold8642_size9243	scaffold8642_1
scaffold8643_size9240	scaffold8643_1
scaffold8644_size9228	scaffold8644_1
scaffold8645_size9224	scaffold8645_1
scaffold8646_size9223	scaffold8646_1
scaffold8647_size9220	scaffold8647_1
scaffold8648_size9211	scaffold8648_1
scaffold8649_size9210	scaffold8649_1
scaffold8650_size9209	scaffold8650_1
scaffold8651_size9207	scaffold8651_1
scaffold8652_size9205	scaffold8652_1
scaffold8653_size9204	scaffold8653_1
scaffold8654_size9200	scaffold8654_1
scaffold8655_size9200	scaffold8655_1
scaffold8656_size9193	scaffold8656_1
scaffold8657_size9192	scaffold8657_1
scaffold8658_size9184	scaffold8658_1
scaffold8659_size9179	scaffold8659_1
scaffold8660_size9175	scaffold8660_1
scaffold8661_size9173	scaffold8661_1
scaffold8662_size9173	scaffold8662_1
scaffold8663_size9168	scaffold8663_1
scaffold8664_size9166	scaffold8664_1
scaffold8665_size9163	scaffold8665_1
scaffold8666_size9162	scaffold8666_1
scaffold8667_size9161	scaffold8667_1
scaffold8668_size9159	scaffold8668_1
scaffold8669_size9158	scaffold8669_1
scaffold8670_size9155	scaffold8670_1
scaffold8671_size9154	scaffold8671_1
scaffold8672_size9151	scaffold8672_1
scaffold8673_size9143	scaffold8673_1
scaffold8674_size9143	scaffold8674_1
scaffold8675_size9137	scaffold8675_1
scaffold8676_size9135	scaffold8676_1
scaffold8677_size9135	scaffold8677_1
scaffold8678_size9130	scaffold8678_1
scaffold8679_size9127	scaffold8679_1
scaffold8680_size9127	scaffold8680_1
scaffold8681_size9124	scaffold8681_1
scaffold8682_size9123	scaffold8682_1
scaffold8683_size9120	scaffold8683_1
scaffold8684_size9120	scaffold8684_1
scaffold8685_size9119	scaffold8685_1
scaffold8686_size9119	scaffold8686_1
scaffold8687_size9119	scaffold8687_1
scaffold8688_size9118	scaffold8688_1
scaffold8689_size9118	scaffold8689_1
scaffold8690_size9114	scaffold8690_1
scaffold8691_size9109	scaffold8691_1
scaffold8692_size9102	scaffold8692_1
scaffold8693_size9101	scaffold8693_1
scaffold8694_size9100	scaffold8694_1
scaffold8695_size9099	scaffold8695_1
scaffold8696_size9094	scaffold8696_1
scaffold8697_size9089	scaffold8697_1
scaffold8698_size9088	scaffold8698_1
scaffold8699_size9085	scaffold8699_1
scaffold8700_size9084	scaffold8700_1
scaffold8701_size9083	scaffold8701_1
scaffold8702_size9079	scaffold8702_1
scaffold8703_size9077	scaffold8703_1
scaffold8704_size9074	scaffold8704_1
scaffold8705_size9073	scaffold8705_1
scaffold8706_size9070	scaffold8706_1
scaffold8707_size9064	scaffold8707_1
scaffold8708_size9059	scaffold8708_1
scaffold8709_size9053	scaffold8709_1
scaffold8710_size9052	scaffold8710_1
scaffold8711_size9049	scaffold8711_1
scaffold8712_size9047	scaffold8712_1
scaffold8713_size9045	scaffold8713_1
scaffold8714_size9040	scaffold8714_1
scaffold8715_size9038	scaffold8715_1
scaffold8716_size9034	scaffold8716_1
scaffold8717_size9033	scaffold8717_1
scaffold8718_size9026	scaffold8718_1
scaffold8719_size9025	scaffold8719_1
scaffold8720_size9023	scaffold8720_1
scaffold8721_size9022	scaffold8721_1
scaffold8722_size9021	scaffold8722_1
scaffold8723_size9003	scaffold8723_1
scaffold8724_size9001	scaffold8724_1
scaffold8725_size8997	scaffold8725_1
scaffold8726_size8997	scaffold8726_1
scaffold8727_size8995	scaffold8727_1
scaffold8728_size8993	scaffold8728_1
scaffold8729_size8987	scaffold8729_1
scaffold8730_size8986	scaffold8730_1
scaffold8731_size8983	scaffold8731_1
scaffold8732_size8979	scaffold8732_1
scaffold8733_size8972	scaffold8733_1
scaffold8734_size8971	scaffold8734_1
scaffold8735_size8968	scaffold8735_1
scaffold8736_size8965	scaffold8736_1
scaffold8737_size8964	scaffold8737_1
scaffold8738_size8957	scaffold8738_1
scaffold8739_size8954	scaffold8739_1
scaffold8740_size8953	scaffold8740_1
scaffold8741_size8946	scaffold8741_1
scaffold8742_size8941	scaffold8742_1
scaffold8743_size8940	scaffold8743_1
scaffold8744_size8939	scaffold8744_1
scaffold8745_size8933	scaffold8745_1
scaffold8746_size8932	scaffold8746_1
scaffold8747_size8931	scaffold8747_1
scaffold8748_size8929	scaffold8748_1
scaffold8749_size8929	scaffold8749_1
scaffold8750_size8922	scaffold8750_1
scaffold8751_size8919	scaffold8751_1
scaffold8752_size8917	scaffold8752_1
scaffold8753_size8916	scaffold8753_1
scaffold8754_size8913	scaffold8754_1
scaffold8755_size8912	scaffold8755_1
scaffold8756_size8911	scaffold8756_1
scaffold8757_size8903	scaffold8757_1
scaffold8758_size8900	scaffold8758_1
scaffold8759_size8900	scaffold8759_1
scaffold8760_size8900	scaffold8760_1
scaffold8761_size8897	scaffold8761_1
scaffold8762_size8896	scaffold8762_1
scaffold8763_size8895	scaffold8763_1
scaffold8764_size8889	scaffold8764_1
scaffold8765_size8887	scaffold8765_1
scaffold8766_size8878	scaffold8766_1
scaffold8767_size8870	scaffold8767_1
scaffold8768_size8864	scaffold8768_1
scaffold8769_size8855	scaffold8769_1
scaffold8770_size8849	scaffold8770_1
scaffold8771_size8846	scaffold8771_1
scaffold8772_size8844	scaffold8772_1
scaffold8773_size8844	scaffold8773_1
scaffold8774_size8843	scaffold8774_1
scaffold8775_size8842	scaffold8775_1
scaffold8776_size8842	scaffold8776_1
scaffold8777_size8836	scaffold8777_1
scaffold8778_size8835	scaffold8778_1
scaffold8779_size8835	scaffold8779_1
scaffold8780_size8834	scaffold8780_1
scaffold8781_size8830	scaffold8781_1
scaffold8782_size8828	scaffold8782_1
scaffold8783_size8823	scaffold8783_1
scaffold8784_size8813	scaffold8784_1
scaffold8785_size8813	scaffold8785_1
scaffold8786_size8812	scaffold8786_1
scaffold8787_size8809	scaffold8787_1
scaffold8788_size8805	scaffold8788_1
scaffold8789_size8804	scaffold8789_1
scaffold8790_size8804	scaffold8790_1
scaffold8791_size8804	scaffold8791_1
scaffold8792_size8803	scaffold8792_1
scaffold8793_size8803	scaffold8793_1
scaffold8794_size8800	scaffold8794_1
scaffold8795_size8798	scaffold8795_1
scaffold8796_size8798	scaffold8796_1
scaffold8797_size8796	scaffold8797_1
scaffold8798_size8793	scaffold8798_1
scaffold8799_size8790	scaffold8799_1
scaffold8800_size8790	scaffold8800_1
scaffold8801_size8787	scaffold8801_1
scaffold8802_size8786	scaffold8802_1
scaffold8803_size8784	scaffold8803_1
scaffold8804_size8772	scaffold8804_1
scaffold8805_size8771	scaffold8805_1
scaffold8806_size8771	scaffold8806_1
scaffold8807_size8769	scaffold8807_1
scaffold8808_size8766	scaffold8808_1
scaffold8809_size8760	scaffold8809_1
scaffold8810_size8752	scaffold8810_1
scaffold8811_size8752	scaffold8811_1
scaffold8812_size8752	scaffold8812_1
scaffold8813_size8747	scaffold8813_1
scaffold8814_size8743	scaffold8814_1
scaffold8815_size8737	scaffold8815_1
scaffold8816_size8736	scaffold8816_1
scaffold8817_size8736	scaffold8817_1
scaffold8818_size8735	scaffold8818_1
scaffold8819_size8734	scaffold8819_1
scaffold8820_size8733	scaffold8820_1
scaffold8821_size8733	scaffold8821_1
scaffold8822_size8732	scaffold8822_1
scaffold8823_size8731	scaffold8823_1
scaffold8824_size8727	scaffold8824_1
scaffold8825_size8727	scaffold8825_1
scaffold8826_size8726	scaffold8826_1
scaffold8827_size8720	scaffold8827_1
scaffold8828_size8717	scaffold8828_1
scaffold8829_size8711	scaffold8829_1
scaffold8830_size8707	scaffold8830_1
scaffold8831_size8707	scaffold8831_1
scaffold8832_size8704	scaffold8832_1
scaffold8833_size8699	scaffold8833_1
scaffold8834_size8696	scaffold8834_1
scaffold8835_size8694	scaffold8835_1
scaffold8836_size8690	scaffold8836_1
scaffold8837_size8686	scaffold8837_1
scaffold8838_size8686	scaffold8838_1
scaffold8839_size8684	scaffold8839_1
scaffold8840_size8683	scaffold8840_1
scaffold8841_size8678	scaffold8841_1
scaffold8842_size8677	scaffold8842_1
scaffold8843_size8675	scaffold8843_1
scaffold8844_size8673	scaffold8844_1
scaffold8845_size8672	scaffold8845_1
scaffold8846_size8669	scaffold8846_1
scaffold8847_size8667	scaffold8847_1
scaffold8848_size8665	scaffold8848_1
scaffold8849_size8663	scaffold8849_1
scaffold8850_size8662	scaffold8850_1
scaffold8851_size8662	scaffold8851_1
scaffold8852_size8661	scaffold8852_1
scaffold8853_size8655	scaffold8853_1
scaffold8854_size8653	scaffold8854_1
scaffold8855_size8653	scaffold8855_1
scaffold8856_size8651	scaffold8856_1
scaffold8857_size8651	scaffold8857_1
scaffold8858_size8645	scaffold8858_1
scaffold8859_size8641	scaffold8859_1
scaffold8860_size8640	scaffold8860_1
scaffold8861_size8639	scaffold8861_1
scaffold8862_size8639	scaffold8862_1
scaffold8863_size8634	scaffold8863_1
scaffold8864_size8634	scaffold8864_1
scaffold8865_size8627	scaffold8865_1
scaffold8866_size8626	scaffold8866_1
scaffold8867_size8624	scaffold8867_1
scaffold8868_size8623	scaffold8868_1
scaffold8869_size8615	scaffold8869_1
scaffold8870_size8615	scaffold8870_1
scaffold8871_size8614	scaffold8871_1
scaffold8872_size8608	scaffold8872_1
scaffold8873_size8606	scaffold8873_1
scaffold8874_size8603	scaffold8874_1
scaffold8875_size8602	scaffold8875_1
scaffold8876_size8602	scaffold8876_1
scaffold8877_size8602	scaffold8877_1
scaffold8878_size8599	scaffold8878_1
scaffold8879_size8598	scaffold8879_1
scaffold8880_size8598	scaffold8880_1
scaffold8881_size8594	scaffold8881_1
scaffold8882_size8590	scaffold8882_1
scaffold8883_size8590	scaffold8883_1
scaffold8884_size8589	scaffold8884_1
scaffold8885_size8589	scaffold8885_1
scaffold8886_size8587	scaffold8886_1
scaffold8887_size8587	scaffold8887_1
scaffold8888_size8584	scaffold8888_1
scaffold8889_size8584	scaffold8889_1
scaffold8890_size8583	scaffold8890_1
scaffold8891_size8580	scaffold8891_1
scaffold8892_size8576	scaffold8892_1
scaffold8893_size8576	scaffold8893_1
scaffold8894_size8570	scaffold8894_1
scaffold8895_size8570	scaffold8895_1
scaffold8896_size8569	scaffold8896_1
scaffold8897_size8564	scaffold8897_1
scaffold8898_size8560	scaffold8898_1
scaffold8899_size8559	scaffold8899_1
scaffold8900_size8558	scaffold8900_1
scaffold8901_size8557	scaffold8901_1
scaffold8902_size8548	scaffold8902_1
scaffold8903_size8543	scaffold8903_1
scaffold8904_size8543	scaffold8904_1
scaffold8905_size8539	scaffold8905_1
scaffold8906_size8537	scaffold8906_1
scaffold8907_size8536	scaffold8907_1
scaffold8908_size8536	scaffold8908_1
scaffold8909_size8535	scaffold8909_1
scaffold8910_size8533	scaffold8910_1
