scaffold	LG	postion
scaffold662_size94096	Dcart_8_ml	370.284
scaffold679_size92956	Dcart_8_ml	45.664
scaffold7_size513066_326872_369424	Dcart_8_ml	263.354
scaffold7_size513066_369426_513066	Dcart_8_ml	285.971
scaffold71_size289681	Dcart_8_ml	358.9745
scaffold735_size87837	Dcart_8_ml	441.0115
scaffold749_size87097	Dcart_8_ml	384.909
scaffold76_size279897_1_268585	Dcart_8_ml	21.423
scaffold784_size84284_2632_49455	Dcart_8_ml	392.64
scaffold797_size83026	Dcart_8_ml	397.593
scaffold801_size82783	Dcart_8_ml	82.012
scaffold815_size81230_1_52173	Dcart_8_ml	141.3213333
scaffold819_size81029	Dcart_8_ml	390.43
scaffold825_size80804	Dcart_8_ml	378.088
scaffold8570_size5093	Dcart_8_ml	108.871
scaffold860_size78193	Dcart_8_ml	562.217
scaffold886_size76454	Dcart_8_ml	183.917
scaffold926_size74364_1_67657	Dcart_8_ml	249.8115
scaffold949_size73276	Dcart_8_ml	300.6223333
scaffold987_size82882_33500_76491	Dcart_8_ml	451.0115
scaffold996_size71282_1_22787	Dcart_8_ml	175.16
scaffold10_size436330_22982_436330	Dcart_9_ml	605.188
scaffold11217_size2033	Dcart_9_ml	200.1963333
scaffold1232_size59784	Dcart_9_ml	134.881
scaffold125_size218764	Dcart_9_ml	396.1145
scaffold1264_size58765	Dcart_9_ml	136.465
scaffold129_size215771	Dcart_9_ml	559.107
scaffold1322_size56616	Dcart_9_ml	505.128
scaffold1333_size56135	Dcart_9_ml	456.7163333
scaffold1405_size53750	Dcart_9_ml	313.896
scaffold1412_size53576_40370_53576	Dcart_9_ml	746.788
scaffold143_size208714	Dcart_9_ml	661.9514
scaffold1458_size52385_8318_52385	Dcart_9_ml	338.543
scaffold1502_size82683_31299_82683	Dcart_9_ml	38.856
scaffold1569_size49549	Dcart_9_ml	132.8465
scaffold1588_size49245_1_44678	Dcart_9_ml	513.441
scaffold162_size199186	Dcart_9_ml	554.075
scaffold163_size198902	Dcart_9_ml	358.6514
scaffold1656_size47908	Dcart_9_ml	541.05
scaffold1669_size47638	Dcart_9_ml	116.841
scaffold1700_size74494_26487_74494	Dcart_9_ml	166.837
scaffold1778_size45102	Dcart_9_ml	268.9616667
scaffold1779_size45087	Dcart_9_ml	158.996
scaffold2018_size40919_18185_40919	Dcart_9_ml	16.586
scaffold2037_size40639_1_31049	Dcart_9_ml	187.9243333
scaffold2078_size39973	Dcart_9_ml	261.131
scaffold214_size173513	Dcart_9_ml	528.88
scaffold2198_size38099	Dcart_9_ml	162.82
scaffold2295_size36409	Dcart_9_ml	34.565
scaffold234_size163398	Dcart_9_ml	467.206
scaffold2384_size35091	Dcart_9_ml	505.715
scaffold2452_size34234_1_20022	Dcart_9_ml	500.1
scaffold25_size361221_1_358470	Dcart_9_ml	666.763
scaffold252_size157441_90003_157441	Dcart_9_ml	351.526
scaffold2526_size33041	Dcart_9_ml	45.86
scaffold253_size156976_1_61702	Dcart_9_ml	495.659
scaffold253_size156976_63654_156976	Dcart_9_ml	432.177
scaffold26_size359263	Dcart_9_ml	577.765
scaffold261_size155876	Dcart_9_ml	491.655
scaffold2654_size31763_1_25511	Dcart_9_ml	509.924
scaffold270_size152463	Dcart_9_ml	254.098
scaffold2763_size30426	Dcart_9_ml	79.366
scaffold28_size351757	Dcart_9_ml	115.9935
scaffold282_size149989	Dcart_9_ml	317.501
scaffold2878_size29131	Dcart_9_ml	38.856
scaffold2887_size29067	Dcart_9_ml	272.6245
scaffold2941_size49861	Dcart_9_ml	86.757
scaffold3052_size27567	Dcart_9_ml	502.892
scaffold3095_size27139	Dcart_9_ml	439.639
scaffold3110_size27030	Dcart_9_ml	261.8585
scaffold312_size143140	Dcart_9_ml	52.76
scaffold3154_size26793	Dcart_9_ml	173.2
scaffold317_size141952	Dcart_9_ml	235.9276667
scaffold319_size141830	Dcart_9_ml	572.3355
scaffold335_size138827_21756_138827	Dcart_9_ml	336.804
scaffold3371_size24858	Dcart_9_ml	69.907
scaffold3464_size24130	Dcart_9_ml	50.477
scaffold3566_size23279_1_17463	Dcart_9_ml	344.0475
scaffold3717_size22158	Dcart_9_ml	487.885
scaffold3730_size22067	Dcart_9_ml	512.897
scaffold374_size130134	Dcart_9_ml	38.856
scaffold380_size128729	Dcart_9_ml	198.005
scaffold416_size123137	Dcart_9_ml	124.426
scaffold4324_size18163	Dcart_9_ml	342.486
scaffold441_size119158_1_105095	Dcart_9_ml	118.128
scaffold442_size119075_7037_119075	Dcart_9_ml	33.61666667
scaffold474_size113556	Dcart_9_ml	574.856
scaffold476_size112973	Dcart_9_ml	632.299
scaffold497_size109816_48337_109816	Dcart_9_ml	497.304
scaffold5015_size14561	Dcart_9_ml	501.473
scaffold5142_size14085	Dcart_9_ml	243.74
scaffold5370_size13205	Dcart_9_ml	346.576
scaffold5411_size13040	Dcart_9_ml	360.241
scaffold5537_size12556	Dcart_9_ml	490.134
scaffold5560_size12472	Dcart_9_ml	277.525
scaffold56_size334038_61475_213915	Dcart_9_ml	149.18275
scaffold5637_size12176	Dcart_9_ml	150.676
scaffold5874_size11496	Dcart_9_ml	177.545
scaffold61_size300850_1_230816	Dcart_9_ml	575.399
scaffold6295_size10015	Dcart_9_ml	298.3356667
scaffold6325_size9948	Dcart_9_ml	16.567
scaffold633_size96581_17726_92957	Dcart_9_ml	0
scaffold636_size96186_1_83118	Dcart_9_ml	118.128
scaffold6391_size9740	Dcart_9_ml	136.457
scaffold696_size91092	Dcart_9_ml	572.064
scaffold7_size513066_1_325057	Dcart_9_ml	238.544
scaffold733_size87956_1_77811	Dcart_9_ml	265.1635
scaffold765_size85681	Dcart_9_ml	243.7735
scaffold792_size83451	Dcart_9_ml	572.064
scaffold80_size270089	Dcart_9_ml	630.8416667
scaffold838_size79992_1_37224	Dcart_9_ml	185.281
scaffold84_size262645	Dcart_9_ml	18.141
scaffold862_size77972_21877_77972	Dcart_9_ml	508.132
scaffold869_size77507	Dcart_9_ml	339.642
scaffold92_size247582_155030_247582	Dcart_9_ml	581.33775
scaffold92_size247582_64302_152633	Dcart_9_ml	576.874
scaffold968_size72411_29508_72411	Dcart_9_ml	181.516
scaffold99_size242132	Dcart_9_ml	658.1966667
