scaffold	LG	postion
scaffold274_size162554_1_153286	Dsyl_6_ml	271.7035
scaffold2756_size48869	Dsyl_6_ml	225.613
scaffold283_size160071	Dsyl_6_ml	313.997
scaffold285_size159522_1_147697	Dsyl_6_ml	560.945
scaffold2879_size47110_33798_47110	Dsyl_6_ml	40.31033333
scaffold2884_size46986	Dsyl_6_ml	477.742
scaffold293_size158015	Dsyl_6_ml	310.767
scaffold2933_size46220	Dsyl_6_ml	154.313
scaffold298_size157564	Dsyl_6_ml	217.271
scaffold2996_size45543	Dsyl_6_ml	16.177
scaffold30_size328659	Dsyl_6_ml	232.8565
scaffold3165_size87700_1_43412	Dsyl_6_ml	183.616
scaffold32_size324727	Dsyl_6_ml	221.9825
scaffold3486_size57421_1_13830	Dsyl_6_ml	293.852
scaffold3503_size39098	Dsyl_6_ml	224.06
scaffold3554_size38471	Dsyl_6_ml	256.259
scaffold3714_size36243	Dsyl_6_ml	481.784
scaffold383_size143297	Dsyl_6_ml	286.305
scaffold3982_size33643	Dsyl_6_ml	293.852
scaffold4023_size33185	Dsyl_6_ml	262.982
scaffold418_size138560	Dsyl_6_ml	294.367
scaffold420_size138482	Dsyl_6_ml	143.083
scaffold434_size136861	Dsyl_6_ml	221.6688
scaffold4408_size29998	Dsyl_6_ml	68.327
scaffold441_size135902	Dsyl_6_ml	283.128
scaffold4428_size29804	Dsyl_6_ml	417.6125
scaffold455_size134346	Dsyl_6_ml	293.852
scaffold5080_size24990	Dsyl_6_ml	272.459
scaffold5398_size22992	Dsyl_6_ml	472.3436667
scaffold5461_size22564	Dsyl_6_ml	154.819
scaffold5493_size22395	Dsyl_6_ml	133.486
scaffold56_size282508_1_148904	Dsyl_6_ml	262.0488
scaffold56_size282508_150229_282508	Dsyl_6_ml	285.2936667
scaffold60_size272429	Dsyl_6_ml	252.2775
scaffold619_size118498	Dsyl_6_ml	138.419
scaffold6223_size18333	Dsyl_6_ml	414.935
scaffold6305_size17908	Dsyl_6_ml	169.96
scaffold644_size116752	Dsyl_6_ml	305.905
scaffold648_size116551	Dsyl_6_ml	457.111
scaffold650_size116486	Dsyl_6_ml	239.388
scaffold70_size256905	Dsyl_6_ml	230.35
scaffold74_size254549	Dsyl_6_ml	287.0086667
scaffold77_size253076	Dsyl_6_ml	221.72
scaffold888_size100324	Dsyl_6_ml	354.1405
scaffold892_size100229	Dsyl_6_ml	551.327
scaffold908_size99253	Dsyl_6_ml	422.6152
scaffold95_size237488	Dsyl_6_ml	492.107
scaffold1036_size92860	Dsyl_7_ml	409.8416667
scaffold105_size227800	Dsyl_7_ml	351.3135
scaffold107_size226774	Dsyl_7_ml	357.2413333
scaffold1079_size91025	Dsyl_7_ml	478.6675
scaffold1156_size87337	Dsyl_7_ml	343.5
scaffold117_size222108	Dsyl_7_ml	431.913
scaffold1225_size84558	Dsyl_7_ml	423.816
scaffold1230_size84240_8956_40571	Dsyl_7_ml	107.509
scaffold1254_size83409	Dsyl_7_ml	367.003
scaffold1327_size80876	Dsyl_7_ml	360.66
scaffold1330_size80824_38821_80824	Dsyl_7_ml	186.4575
scaffold1432_size77438	Dsyl_7_ml	366.222
scaffold14563_size1700	Dsyl_7_ml	329.064
scaffold1463_size76608	Dsyl_7_ml	458.2786667
scaffold1479_size76296	Dsyl_7_ml	108.062
scaffold1583_size73235	Dsyl_7_ml	177.1565
scaffold1749_size69135	Dsyl_7_ml	165.684
scaffold183_size188505_1_136101	Dsyl_7_ml	183.222
scaffold190_size186885_1_131259	Dsyl_7_ml	155.8025
scaffold1938_size127852_1_64736	Dsyl_7_ml	212.391
scaffold1985_size63564	Dsyl_7_ml	126.244
scaffold2066_size61863	Dsyl_7_ml	503.672
scaffold211_size181092	Dsyl_7_ml	171.8333333
scaffold2111_size60890	Dsyl_7_ml	156.495
scaffold214_size180006	Dsyl_7_ml	159.629
scaffold2143_size60041	Dsyl_7_ml	371.692
scaffold217_size179619	Dsyl_7_ml	462.168
scaffold2216_size58407	Dsyl_7_ml	160.902
scaffold2394_size54735	Dsyl_7_ml	376.742
scaffold2444_size53838_5360_53838	Dsyl_7_ml	89.654
scaffold2456_size53703	Dsyl_7_ml	156.544
scaffold2469_size53465	Dsyl_7_ml	418.164
scaffold2529_size55270	Dsyl_7_ml	453.559
scaffold2568_size51815	Dsyl_7_ml	138.2125
scaffold2594_size51298	Dsyl_7_ml	178.34
scaffold29_size328754	Dsyl_7_ml	438.3063333
scaffold3015_size45398	Dsyl_7_ml	421.102
scaffold302_size156110	Dsyl_7_ml	414.2953333
scaffold312_size155237	Dsyl_7_ml	449.154
scaffold3122_size44036	Dsyl_7_ml	405.3843333
scaffold3230_size42459	Dsyl_7_ml	424.737
scaffold3330_size41214	Dsyl_7_ml	161.8166667
scaffold3384_size40584	Dsyl_7_ml	448.171
scaffold355_size148869_1_90760	Dsyl_7_ml	420.372
scaffold3621_size37531	Dsyl_7_ml	148.58
scaffold378_size143965	Dsyl_7_ml	453.233
scaffold3806_size35431	Dsyl_7_ml	156.902
scaffold3903_size34451	Dsyl_7_ml	369.4375
scaffold412_size139582_1_97586	Dsyl_7_ml	479.49
scaffold438_size136552	Dsyl_7_ml	365.216
scaffold4443_size29670	Dsyl_7_ml	171.204
scaffold4638_size28145_1_14454	Dsyl_7_ml	162.9955
scaffold476_size131914_30539_131914	Dsyl_7_ml	312.008
scaffold48_size294768	Dsyl_7_ml	334.726
scaffold4802_size26924	Dsyl_7_ml	255.22
scaffold51_size290317_1_234489	Dsyl_7_ml	351.5255
scaffold51_size290317_236312_290317	Dsyl_7_ml	383.496
scaffold5240_size24021	Dsyl_7_ml	118.88
scaffold5494_size22393	Dsyl_7_ml	168.113
scaffold555_size123896	Dsyl_7_ml	424.5036667
scaffold6324_size17820	Dsyl_7_ml	105.3075
scaffold6335_size17755	Dsyl_7_ml	112.399
scaffold6345_size17696	Dsyl_7_ml	371.7283333
scaffold6426_size19490	Dsyl_7_ml	169.916
scaffold643_size116756	Dsyl_7_ml	326.953
scaffold6566_size16716	Dsyl_7_ml	32.972
scaffold660_size146517_1_116002	Dsyl_7_ml	368.566
scaffold680_size114002	Dsyl_7_ml	475.2335
scaffold685_size113499	Dsyl_7_ml	106.198
scaffold7087_size14496	Dsyl_7_ml	196.764
scaffold7126_size14269	Dsyl_7_ml	161.672
scaffold7460_size12989	Dsyl_7_ml	44.966
scaffold751_size108823	Dsyl_7_ml	372.358
scaffold876_size100816	Dsyl_7_ml	484.511
scaffold898_size99718	Dsyl_7_ml	375.747
scaffold910_size99084	Dsyl_7_ml	441.8466667
scaffold9384_size7406	Dsyl_7_ml	153.831
scaffold950_size96837_10635_96837	Dsyl_7_ml	454.503
scaffold1003_size135045_40907_135045	Dsyl_8_ml	362.92
scaffold1035_size92865	Dsyl_8_ml	393.337
scaffold1084_size90738	Dsyl_8_ml	333.823
scaffold120_size220441	Dsyl_8_ml	241.87925
scaffold1265_size83056	Dsyl_8_ml	369.881
scaffold1304_size81698	Dsyl_8_ml	295.051
scaffold1340_size80578	Dsyl_8_ml	336.808
scaffold1420_size77870	Dsyl_8_ml	262.076
scaffold1438_size77310	Dsyl_8_ml	349.373
scaffold1442_size77268	Dsyl_8_ml	165.6075
scaffold1469_size76456	Dsyl_8_ml	393.288
scaffold1475_size76371_1_56770	Dsyl_8_ml	348.268
scaffold1484_size76139	Dsyl_8_ml	262.701
scaffold154_size201728	Dsyl_8_ml	191.824
scaffold1555_size73983	Dsyl_8_ml	266.297
scaffold1568_size73620	Dsyl_8_ml	248.679
scaffold1604_size72691	Dsyl_8_ml	337.797
scaffold1608_size72642	Dsyl_8_ml	334.104
scaffold1672_size70999	Dsyl_8_ml	331.5625
scaffold17_size371318	Dsyl_8_ml	228.6285
scaffold1700_size70371	Dsyl_8_ml	32.265
scaffold1706_size70245	Dsyl_8_ml	318.739
scaffold1753_size69047_1_53772	Dsyl_8_ml	190.387
scaffold1771_size68657	Dsyl_8_ml	268.346
scaffold1810_size67457	Dsyl_8_ml	291.797
scaffold1816_size67203_1_52713	Dsyl_8_ml	90.107
scaffold1877_size66066	Dsyl_8_ml	313.394
scaffold189_size187403	Dsyl_8_ml	362.4312857
scaffold190_size186885_131261_186885	Dsyl_8_ml	245.1306667
scaffold1953_size64394	Dsyl_8_ml	41.723
scaffold202_size183598	Dsyl_8_ml	376.86175
scaffold2087_size61406	Dsyl_8_ml	46.951
scaffold2107_size60955	Dsyl_8_ml	62.2695
scaffold2186_size58949	Dsyl_8_ml	375.703
scaffold221_size188237_35750_121220	Dsyl_8_ml	363.695
scaffold2274_size57111	Dsyl_8_ml	377.973
scaffold2275_size57107	Dsyl_8_ml	91.324
scaffold2296_size56565_16882_56565	Dsyl_8_ml	179.385
scaffold2334_size55810	Dsyl_8_ml	364.8615
scaffold2348_size55576	Dsyl_8_ml	335.82
scaffold2419_size54355	Dsyl_8_ml	88.132
scaffold2491_size53025	Dsyl_8_ml	115.109
scaffold2513_size52747	Dsyl_8_ml	321.763
scaffold2534_size52404	Dsyl_8_ml	379.69
scaffold255_size166186_108067_125227	Dsyl_8_ml	175.405
scaffold2566_size51888	Dsyl_8_ml	378.5613333
scaffold2570_size51756	Dsyl_8_ml	317.1295
scaffold281_size160409_91005_160409	Dsyl_8_ml	50.919
scaffold2824_size47937	Dsyl_8_ml	377.696
scaffold288_size159169_1_106203	Dsyl_8_ml	313.416
scaffold297_size219900	Dsyl_8_ml	249.4446667
scaffold307_size155544	Dsyl_8_ml	321.763
scaffold3075_size44678	Dsyl_8_ml	369.7255
scaffold3108_size44274	Dsyl_8_ml	14.45266667
scaffold3380_size40631	Dsyl_8_ml	166.097
scaffold3438_size39822	Dsyl_8_ml	29.683
scaffold3513_size38912	Dsyl_8_ml	49.489
scaffold358_size148447	Dsyl_8_ml	250.2342
scaffold3792_size35552	Dsyl_8_ml	335.96
scaffold3805_size35435	Dsyl_8_ml	276.526
scaffold3969_size33810	Dsyl_8_ml	253.26
scaffold4126_size32287	Dsyl_8_ml	238.053
scaffold4482_size29287	Dsyl_8_ml	327.833
scaffold4505_size29086_9314_29086	Dsyl_8_ml	89.765
scaffold4810_size26892	Dsyl_8_ml	409.112
scaffold4854_size30099	Dsyl_8_ml	251.9232
scaffold4968_size25707	Dsyl_8_ml	267.321
scaffold504_size129278	Dsyl_8_ml	389.8835
scaffold5290_size23676	Dsyl_8_ml	245.54
scaffold55_size282875	Dsyl_8_ml	243.754
scaffold556_size123845	Dsyl_8_ml	288.334
scaffold5757_size20759	Dsyl_8_ml	366.1765
scaffold58_size280577	Dsyl_8_ml	246.0763333
scaffold580_size121306	Dsyl_8_ml	240.5435
scaffold6094_size18948	Dsyl_8_ml	299.443
scaffold6237_size18286_3762_18286	Dsyl_8_ml	67.8725
scaffold635_size117427_27663_117427	Dsyl_8_ml	180.011
scaffold684_size113531_6087_113531	Dsyl_8_ml	60.604
scaffold6909_size15221	Dsyl_8_ml	355.851
scaffold7035_size14717	Dsyl_8_ml	93.053
scaffold7091_size14456	Dsyl_8_ml	86.232
scaffold721_size110809	Dsyl_8_ml	195.497
scaffold724_size110783	Dsyl_8_ml	291.867
scaffold741_size109498	Dsyl_8_ml	235.5675
scaffold794_size106471	Dsyl_8_ml	344.048
scaffold8352_size9982	Dsyl_8_ml	320.117
scaffold9058_size8167	Dsyl_8_ml	336.878
scaffold9086_size8105	Dsyl_8_ml	317.289
scaffold930_size97994	Dsyl_8_ml	21.149
scaffold994_size94580_4346_94580	Dsyl_8_ml	323.76
scaffold1016_size93431	Dsyl_9_ml	160.641
scaffold1037_size92854	Dsyl_9_ml	335.38
scaffold1042_size92746	Dsyl_9_ml	163.064
scaffold1046_size92640	Dsyl_9_ml	139.037
scaffold1069_size91643	Dsyl_9_ml	340.758
scaffold1110_size89738_3995_89738	Dsyl_9_ml	121.651
scaffold1134_size88679	Dsyl_9_ml	247.303
scaffold1161_size87137	Dsyl_9_ml	362.56
scaffold1195_size85901	Dsyl_9_ml	23.919
scaffold1211_size85004	Dsyl_9_ml	22.776
scaffold1232_size84170	Dsyl_9_ml	352.079
scaffold1249_size83511	Dsyl_9_ml	145.812
scaffold1262_size150467	Dsyl_9_ml	320.651
scaffold131_size212582	Dsyl_9_ml	116.191
scaffold1455_size76788	Dsyl_9_ml	87.063
scaffold1457_size76779	Dsyl_9_ml	108.5153333
scaffold1470_size76453	Dsyl_9_ml	150.406
scaffold14761_size1659	Dsyl_9_ml	307.021
scaffold149_size203641	Dsyl_9_ml	286.792
scaffold1576_size73355	Dsyl_9_ml	340.0105
scaffold1624_size72186	Dsyl_9_ml	307.021
scaffold1710_size70149_1_15505	Dsyl_9_ml	189.581
scaffold1741_size69401_6070_69401	Dsyl_9_ml	252.858
scaffold1818_size67181	Dsyl_9_ml	267.6353333
scaffold1819_size67131	Dsyl_9_ml	247.2963333
scaffold1844_size66689_12236_66689	Dsyl_9_ml	92.312
scaffold1860_size66311_1_26201	Dsyl_9_ml	26.748
scaffold1912_size65165_16962_65165	Dsyl_9_ml	348.8545
scaffold195_size186312_1_180072	Dsyl_9_ml	76.0245
scaffold219_size178778	Dsyl_9_ml	343.8295
scaffold2226_size58222	Dsyl_9_ml	278.091
scaffold226_size175911	Dsyl_9_ml	193.215
scaffold2318_size56154	Dsyl_9_ml	119.675
scaffold2390_size54830_28909_54830	Dsyl_9_ml	254.57
scaffold25_size335396	Dsyl_9_ml	262.052
scaffold2724_size49361	Dsyl_9_ml	26.107
scaffold2867_size47254	Dsyl_9_ml	69.227
scaffold2894_size46852	Dsyl_9_ml	72.02433333
scaffold2965_size45934_1_24064	Dsyl_9_ml	322.037
scaffold2988_size45660	Dsyl_9_ml	333.322
scaffold3010_size45425	Dsyl_9_ml	253.429
scaffold3140_size43755	Dsyl_9_ml	233.814
scaffold3144_size43735	Dsyl_9_ml	196.814
scaffold317_size154501	Dsyl_9_ml	112.202
scaffold3182_size43197_1_26088	Dsyl_9_ml	249.053
scaffold3200_size42887	Dsyl_9_ml	200.425
scaffold323_size153661	Dsyl_9_ml	295.287
scaffold346_size150270	Dsyl_9_ml	354.244
scaffold3464_size39564_1_22018	Dsyl_9_ml	243.804
scaffold3480_size39263	Dsyl_9_ml	164.867
scaffold3501_size39108	Dsyl_9_ml	168.2245
scaffold3540_size38658	Dsyl_9_ml	314.609
scaffold3555_size38461	Dsyl_9_ml	112.037
scaffold359_size148366	Dsyl_9_ml	65.5212
scaffold3622_size37491	Dsyl_9_ml	342.752
scaffold3624_size37485_15592_37485	Dsyl_9_ml	226.261
scaffold3629_size37433	Dsyl_9_ml	147.986
scaffold3643_size37222	Dsyl_9_ml	252.287
scaffold3708_size36278	Dsyl_9_ml	217.557
scaffold3827_size35254	Dsyl_9_ml	163.2865
scaffold387_size142806_7474_142806	Dsyl_9_ml	344.02
scaffold3891_size34582	Dsyl_9_ml	358.191
scaffold3929_size34213	Dsyl_9_ml	439.197
scaffold395_size141893	Dsyl_9_ml	119.341
scaffold4012_size33264	Dsyl_9_ml	130.4666667
scaffold429_size137531	Dsyl_9_ml	26.107
scaffold45_size303955_221521_303955	Dsyl_9_ml	469.676
scaffold467_size132981	Dsyl_9_ml	282.508
scaffold4691_size27726	Dsyl_9_ml	26.107
scaffold4818_size26856	Dsyl_9_ml	158.841
scaffold497_size129996	Dsyl_9_ml	152.206
scaffold5006_size25491	Dsyl_9_ml	196.814
scaffold5008_size25476_1_18660	Dsyl_9_ml	155.8175
scaffold52_size287979	Dsyl_9_ml	346.582
scaffold5264_size23849	Dsyl_9_ml	143.116
scaffold531_size126815	Dsyl_9_ml	278.863
scaffold533_size126451	Dsyl_9_ml	102.16
scaffold5392_size23030	Dsyl_9_ml	155.0476667
scaffold5954_size19754	Dsyl_9_ml	350.8233333
scaffold5980_size19602	Dsyl_9_ml	32.587
scaffold610_size119374_1_71211	Dsyl_9_ml	66.80425
scaffold613_size118823	Dsyl_9_ml	338.112
scaffold649_size127313_1_116542	Dsyl_9_ml	291.584
scaffold6964_size15002	Dsyl_9_ml	168.519
scaffold708_size112001	Dsyl_9_ml	158.311
scaffold758_size108398	Dsyl_9_ml	74.898
scaffold778_size107204	Dsyl_9_ml	100.6518
scaffold8337_size10031	Dsyl_9_ml	149.9255
scaffold838_size103476	Dsyl_9_ml	287.536
scaffold874_size100882_26909_100882	Dsyl_9_ml	195.014
scaffold8845_size8672	Dsyl_9_ml	258.375
scaffold916_size123972	Dsyl_9_ml	90.127
scaffold920_size98645	Dsyl_9_ml	341.52
scaffold927_size98159_72582_98159	Dsyl_9_ml	87.503
scaffold983_size95005	Dsyl_9_ml	260.6546667
